Data Scope,Code,Name,"Credit
Points",Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,"Offering
Department",Offering Faculty,"FOE -
Narrow",Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,AHIS1211,Greek Heroes and Heroines: From Achilles to Zorba,10,,,,,AHMG101,"S1 Day
S1 Online","
","Dr Susan Lupack
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS1220,Introduction to Roman History: The Republic in Crisis,10,,,,,"AHST103, AHIX110, AHIS110","S1 Day
S1 External","
with on campus sessions: None","Associate Professor Lea Beness
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS1230,"Antiquity's Heirs: Barbarian Europe, Byzantium, and Islam",10,,,,,"AHST104, AHIS120","S2 Day
S2 External","
with on campus sessions: None","Dr Meaghan McEvoy
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS1240,Ancient Israel and the Near East,10,,,,,,"S1 Day
S1 External","
with on campus sessions: None","Associate Professor Javier Alvarez-Mon
Dr Kyle Keimer
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,AHIS1250,Ancient Egyptian Archaeology,10,,,,,AHIS170,S2 Day,,"Dr Alexandra Woods
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,AHIS1300,Digging up the Past: An Introduction to Archaeology,10,,,,,AHIS190,"S1 Day
S1 Online","
","Associate Professor Yann Tristant
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS1301,World Archaeology,10,,,,,AHIS191,S2 Day,,"Dr Danijel Dzino
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2000,Sources and Methodology in Ancient History,10,,,40cp,,,"S2 Day
S2 Online","
","Professor Ian Worthington
Dr Gunner  Mikkelsen
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,AHIS2040,Ancient Greek Religion,10,,,40cp,,,"S2 Day
S2 Online","
","Dr Susan Lupack
Professor Ian Worthington
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,AHIS2050,Biblical and Near Eastern Literature and History,10,,,40cp at 1000 level or above,,"AHST239, AHIX250, AHIS250","S1 Day
S1 Online","
","Dr Louise Pryke
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2100,Ancient Languages in Context,10,,,20cp from (AHIS108 or AHIS1110 or AHIS118 or AHIS1120 or AHIS168 or AHIS1160 or AHIS178 or AHIS1150),,AHIS389 ,"S2 Day
S2 External","
with on campus sessions: None","Associate Professor Paul McKechnie
Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,AHIS2110,Ancient Greek B,10,,,AHIS108 or AHIS1110 or AHIS208 or AHST205,,"AHST206, AHIS209","S2 Day
S2 Online","
","Dr Ian Plant
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2120,Latin B,10,,,AHIS118 or AHIS218 or AHST207 or AHIS1120,,"AHST208, AHIS219","S2 Day
S2 External","
with on campus sessions: None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2140,Ancient Hebrew B,10,,,AHIS158 or AHIS1140 or AHIS258,,AHIS259,"S1 Day
S1 External","
with on campus sessions: None","Dr Louise Pryke
",Department of Ancient History,Faculty of Arts,91509,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2150,Hieroglyphic Egyptian B,10,,,AHIS178 or AHIS1150 or AHIS278 or AHST260,,"AHST360, AHIS378, AHIS279","S2 Day
S2 Online","
","Dr Alex Woods
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2160,Coptic Egyptian B,10,,,AHIS168 or AHIS1160 or AHIS268,,AHIS269,"S1 Day
S1 Online","
","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2210,"Philip II, Alexander the Great, and the Macedonian Empire",10,,,"40cp at 1000 level or above
",,AHIS204,"S1 Day
S1 Online","
","Professor Ian Worthington
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2211,Minos and Mycenae: The Aegean Bronze Age,10,,,40cp at 1000 level or above,,"AHST221, AHST321, AHIS200","S2 Day
S2 External","
with on campus sessions: None","Dr Susan Lupack
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2220,Ciceronian Rome,10,,,AHIS110 or AHIS1220 or AHST103,,"AHST231, AHIS211","S2 Day
S2 External","
with on campus sessions: None","Associate Professor Lea Beness
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2230,From Constantine to Theoderic: The Roman World Transformed,10,,,"40cp at 1000 level or above
",,"AHIS320, AHST233, AHST333, AHIX220, AHIS220","S1 Day
S1 External","
with on campus sessions: None","Dr Meaghan McEvoy
Dr Peter Edwell
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2242,The New Testament in its Times,10,,,40cp at 1000 level or above,,"AHIS351, AHST251, AHST351, AHIS251","S1 Day
S1 External","
with on campus sessions","Dr Christopher Forbes
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2243,"Religion in the Roman Empire: Pagans, Jews, and Christians",10,,,40cp at 1000 level or above,,"AHIS353, AHST252, AHST352, AHIX253, AHIS253","S1 Day
S1 External","
with on campus sessions: None","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2250,Ancient Egypt: Culture and Society,10,,,40cp at 1000 level or above,,"AHST261, AHIS280",2021,,"Dr Alexandra Woods
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2251,Egyptian and Near Eastern Art: Theory and Practice,10,,,40cp at 1000 level or above,,AHIS281,"S2 Day
S2 External","
with on campus sessions: None","Dr Alexandra Woods
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2253,Transition and Renewal: Egypt after the Pharaohs,10,,,40cp at 1000 level or above,,AHIS261,"S1 Day
S1 External","
Attendance required for exam only","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2300,Landscape Archaeology,10,,,AHIS190 or AHIS1300,,AHIS290,S2 Day,,"Dr Ania Kotorba-Morley
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2301,Archaeology of Death and Burial,10,,,40cp at 1000 level or above,,AHIS291,S2 Day,,"Associate Professor Ronika Power
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS2302,Archaeology and Society: Archaeological Evidence,10,,,40cp at 1000 level or above,,"AHST210, AHIS230","S2 Day
S2 External","
with on campus sessions: None","Dr Susan Lupack
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3000,Advanced Reading Unit in Ancient History,10,,,Admission to BAncHist and 130cp at 1000 level or above,,"AHIS348, AHIS350","S1 Day
S1 External","
with on campus sessions","Associate Professor Lea Beness
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",Yes,Bachelor of Ancient History
Undergraduate,AHIS3001,Material Culture and Museum Studies,10,,,130cp at 1000 level or above or (10cp in AHIS or AHST units at 2000 level),,AHIS357,"S2 Day
S2 External","
On-campus sessions: None","Associate Professor Javier Alvarez-Mon
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3005,Cultural Heritage and Public History,10,,PACE,120cp at 1000 level or above and permission by special approval,,AHIS392,"S1 Day
S1 External","
with on campus sessions","Dr Linda Evans
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,AHIS3100,Ancient Languages Special Topic A,10,,,Permission by special approval,,"AHST381, AHIS345","S1 Day
S1 External
S2 Day
S2 External","
with on campus sessions: None

with on campus sessions: None","Associate Professor Trevor Evans
  
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3101,Ancient Languages Special Topic B,10,,,Permission by special approval,,AHIS349,"S1 Day
S1 External
S2 Day
S2 External","
with on campus sessions: None

with on campus sessions: None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3110,Ancient Greek C,10,,,20cp at 2000 level including (AHIS209 or AHIS2110 or AHST206),,AHIS308,"S1 Day
S1 External","
with on campus sessions: None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3120,Latin C,10,,,20cp at 2000 level including (AHIS219 or AHIS2120 or AHST208),,AHIS318,"S1 Day
S1 External","
with on campus sessions: None","Professor Bronwen Neil
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3140,Ancient Hebrew C,10,,,"AHIS259 or AHIS2140
",,"AHIS249, AHIS358","S2 Day
S2 Online","
","Dr Louise Pryke
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3150,Hieroglyphic Egyptian C,10,,,(20cp at 2000 level including AHIS279 or AHIS2150) or AHIS378,,AHIS377,"S1 Day
S1 External","
with on campus sessions: None","Dr Alex Woods
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3201,Women and Gender in the Ancient World,10,,,20cp in AHIS or AHST units at 2000 level,,"AHIS240, AHST270, AHST370, AHIS340",S2 Day,,"Associate Professor Lea Beness
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3202,A History of Magic: From the Magi to Merlin,10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,AHIS355,"S2 Day
S2 External","
with on campus sessions: None","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3210,From Alexander the Great to Cleopatra: The Hellenistic Age,10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,"AHIS241, AHST222, AHST322, AHIX341, AHIS341","S1 Day
S1 External","
with on campus sessions: None","Dr Christopher Forbes
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3212,"Sparta and Greece, Archaic and Classical",10,,,130cp at 1000 level or above including 20cp in AHIS or AHST units at 2000 level,,"HST335, AHIS303, AHIS335","S1 Day
S1 External","
with on campus sessions: None","Associate Professor Paul McKechnie
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3220,Rome and the Caesars,10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,"AHIS212, AHIS312
","S1 Day
S1 External","
with on campus sessions: None","Dr Caillan Davenport
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3221,The City of Rome,10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,AHIS313,"S2 Day
S2 Online","
","Professor Ray Laurence
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3223,Frontiers and Empires: Conflict and Diplomacy in the Ancient World,10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,"AHIS242, AHST250, AHST350, AHIX342, AHIS342","S1 Day
S1 External","
with on campus sessions: None","Dr Peter Edwell
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3230,"Byzantium in the Age of the Emperors, 306-1453AD",10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,"AHIS222, AHIS223, AHIS322, AHST235, AHST335, AHIS323","S2 Day
S2 External","
with on campus sessions: None","Dr Meaghan  McEvoy
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,AHIS3241,Dialogue of Civilisations: Ancient Iran,10,,,130cp at 1000 level or above or (20cp in AHIS or AHST units at 2000 level),,AHIS356,"S2 Day
S2 External","
with on campus sessions","Associate Professor Javier Alvarez-Mon
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
